Р“СЂСѓРїРїР°.РљРѕРґ;РћС‚РґРµР».РљРѕРґ;РўРѕРІР°СЂ.РљРѕРґ;Р”Р°С‚Р°;Р§Р°СЃ;РљРѕР»РёС‡РµСЃС‚РІРѕ | РЎСѓРјРјР°;РЎСѓРјРјР° | РЎСѓРјРјР°
182;2;35821;18.02.2009;10;1;82.54
182;2;35821;19.02.2009;12;1;82.54
182;2;35821;19.02.2009;13;1;82.54
182;2;35821;20.02.2009;12;1;82.54
182;2;35821;23.02.2009;13;1;82.54
182;2;35821;23.02.2009;15;1;82.54
182;2;35821;24.02.2009;12;1;82.54
182;2;35821;24.02.2009;18;1;82.54
182;2;35821;27.02.2009;13;1;77.8
182;2;35821;27.02.2009;15;1;77.8
182;2;35821;28.02.2009;12;1;77.8
182;2;35821;31.12.2010;9;1;78.64
182;2;35821;31.12.2010;11;2;157.29
182;2;35839;05.12.2008;12;1;146.97
182;2;35839;07.12.2008;18;1;146.97
182;2;35839;12.12.2008;14;1;146.97
182;2;35839;05.01.2009;19;1;138.35
182;2;35839;08.02.2009;12;1;139.15
182;2;35839;14.02.2009;20;1;139.15
182;2;35839;18.02.2009;20;1;139.15
182;2;60753;01.12.2008;17;1;51.03
182;2;60753;03.12.2008;17;1;49.08
182;2;60753;03.12.2008;20;1;56.84
182;2;60753;03.12.2008;21;1;56.84
182;2;60753;04.12.2008;11;2;113.68
182;2;60753;07.12.2008;13;1;56.84
182;2;60753;09.12.2008;15;1;54.64
182;2;60753;10.12.2008;16;1;54.64
182;2;60753;14.12.2008;13;1;54.64
182;2;60753;16.12.2008;20;1;54.64
182;2;60753;24.12.2008;12;1;54.64
182;2;60753;26.12.2008;14;1;54.64
182;2;60753;26.12.2008;16;3;163.92
182;2;60753;27.12.2008;18;1;54.64
182;2;60753;31.12.2008;14;1;54.64
182;2;60753;02.01.2009;13;1;54.64
182;2;60753;03.01.2009;20;1;54.64
182;2;60753;04.01.2009;15;1;54.64
182;2;60753;10.01.2009;17;2;109.28
182;2;60753;18.01.2009;10;1;54.64
182;2;60753;24.01.2009;12;1;54.64
182;2;60753;25.01.2009;11;1;54.64
182;2;60753;25.01.2009;20;1;54.64
182;2;60753;28.01.2009;19;2;109.28
182;2;60753;29.01.2009;14;3;161.99
182;2;60753;08.02.2009;16;1;48.81
182;2;60753;09.02.2009;20;1;48.81
182;2;60753;10.02.2009;19;2;97.62
182;2;60753;11.02.2009;19;1;48.81
182;2;60753;12.02.2009;10;2;97.62
182;2;60753;12.02.2009;14;1;48.81
182;2;60753;12.02.2009;19;1;48.81
182;2;60753;12.02.2009;20;1;48.81
182;2;60753;13.02.2009;11;1;48.81
182;2;60753;13.02.2009;12;1;48.81
182;2;60753;13.02.2009;13;1;48.81
182;2;60753;13.02.2009;20;1;48.81
182;2;60753;13.02.2009;21;1;48.81
182;2;60753;17.02.2009;13;1;47.97
182;2;60753;17.02.2009;20;2;95.94
182;2;60753;18.02.2009;19;1;47.97
182;2;60753;19.02.2009;12;1;47.97
182;2;60753;19.02.2009;21;1;47.97
182;2;60753;20.02.2009;21;1;47.97
182;2;60753;21.02.2009;19;1;47.97
182;2;60753;22.02.2009;21;1;47.97
182;2;60753;23.02.2009;15;1;47.97
182;2;60753;24.02.2009;18;2;95.94
182;2;60753;25.02.2009;11;1;47.97
182;2;60753;27.02.2009;15;1;47.97
182;2;60753;28.02.2009;17;1;47.97
182;2;60753;31.12.2010;14;1;54.64
182;2;82542;07.02.2009;14;2;61.85
182;2;82542;19.02.2009;15;4;123.71
182;2;82542;19.02.2009;19;1;30.93
182;2;82542;19.02.2009;20;1;30.93
182;2;82542;20.02.2009;17;2;61.85
182;2;83522;08.12.2008;13;1;96.21
182;2;83522;16.12.2008;20;1;96.21
182;2;83522;17.12.2008;11;1;97.32
182;3;7509;31.12.2008;13;1;400.32
182;3;7509;22.02.2009;11;1;400.32
182;3;7509;31.12.2010;13;1;400.32
182;3;10613;03.12.2008;18;1;154.77
182;3;10613;21.12.2008;18;1;154.77
182;3;10613;09.01.2009;16;1;154.77
182;3;10613;18.01.2009;18;1;151.77
182;3;10613;21.01.2009;19;1;151.77
182;3;10613;28.01.2009;19;1;148.08
182;3;10613;31.01.2009;16;1;148.08
182;3;10613;01.02.2009;14;1;148.08
182;3;10613;01.02.2009;17;1;148.08
182;3;10613;04.02.2009;17;1;148.08
182;3;10613;14.02.2009;14;1;152.51
182;3;10613;18.02.2009;9;1;152.51
182;3;10613;23.02.2009;11;1;152.51
182;3;10614;11.12.2008;19;1;123.34
182;3;10614;12.12.2008;13;1;123.55
182;3;10614;22.12.2008;18;1;123.49
182;3;10614;28.01.2009;19;1;123.49
182;3;10614;04.02.2009;11;1;123.49
182;3;10614;13.02.2009;11;1;123.49
182;3;10614;19.02.2009;16;1;124.37
182;3;10614;21.02.2009;15;1;124.37
182;3;10614;22.02.2009;17;1;124.37
182;3;10614;25.02.2009;18;1;123.49
182;3;29505;18.01.2009;13;1;546.2
182;3;29505;03.02.2009;16;1;588.8
182;3;29507;16.12.2008;14;1;319.49
182;3;29507;01.01.2009;17;2;635.64
182;3;29507;18.01.2009;11;1;410.83
182;3;29507;21.01.2009;13;1;410.83
182;3;29507;28.01.2009;19;1;410.83
182;3;35821;01.12.2008;17;1;86.54
182;3;35821;03.12.2008;13;1;85.66
182;3;35821;03.12.2008;20;1;85.66
182;3;35821;04.12.2008;14;1;85.66
182;3;35821;04.12.2008;17;1;85.66
182;3;35821;04.12.2008;19;1;85.66
182;3;35821;05.12.2008;13;1;85.66
182;3;35821;05.12.2008;18;1;85.66
182;3;35821;07.12.2008;18;1;85.66
182;3;35821;08.12.2008;11;1;85.66
182;3;35821;08.12.2008;19;1;85.66
182;3;35821;11.12.2008;11;1;85.66
182;3;35821;11.12.2008;15;1;85.66
182;3;35821;12.12.2008;10;1;85.66
182;3;35821;13.12.2008;11;1;85.66
182;3;35821;15.12.2008;16;1;85.66
182;3;35821;15.12.2008;20;1;84.61
182;3;35821;17.12.2008;15;1;84.61
182;3;35821;23.12.2008;14;1;84.61
182;3;35821;24.12.2008;14;1;84.61
182;3;35821;06.01.2009;17;1;85.66
182;3;35821;08.01.2009;13;1;85.66
182;3;35821;10.01.2009;10;1;85.66
182;3;35821;10.01.2009;15;1;85.66
182;3;35821;11.01.2009;16;1;82.58
182;3;35821;12.01.2009;18;1;82.58
182;3;35821;13.01.2009;14;1;82.58
182;3;35821;14.01.2009;18;1;82.58
182;3;35821;15.01.2009;13;1;82.58
182;3;35821;16.01.2009;15;1;85.66
182;3;35821;19.01.2009;17;1;82.31
182;3;35821;20.01.2009;17;1;82.31
182;3;35821;26.01.2009;19;1;82.31
182;3;35821;30.01.2009;9;1;82.31
182;3;35821;02.02.2009;16;1;82.31
182;3;35821;04.02.2009;14;1;82.31
182;3;35821;04.02.2009;17;1;82.31
182;3;35821;05.02.2009;20;1;82.31
182;3;35821;10.02.2009;12;1;82.31
182;3;35821;13.02.2009;14;1;82.31
182;3;35821;14.02.2009;13;1;82.31
182;3;35821;14.02.2009;16;1;82.31
182;3;35821;16.02.2009;10;1;82.31
182;3;35821;18.02.2009;15;1;82.31
182;3;35821;21.02.2009;15;1;82.31
182;3;35821;21.02.2009;17;1;82.31
182;3;35821;22.02.2009;9;1;82.31
182;3;35821;23.02.2009;13;1;82.31
182;3;35821;23.02.2009;19;1;82.31
182;3;35821;24.02.2009;15;1;82.31
182;3;35821;24.02.2009;18;1;79.74
182;3;35821;25.02.2009;15;1;79.74
182;3;35839;04.12.2008;14;1;142.64
182;3;35839;11.12.2008;12;1;141.34
182;3;35839;17.12.2008;16;2;282.11
182;3;35839;11.01.2009;18;1;140.77
182;3;35839;12.01.2009;10;1;140.77
182;3;35839;15.01.2009;10;2;294.96
182;3;35839;16.01.2009;13;1;140.77
182;3;35839;07.02.2009;18;2;288.25
182;3;35839;11.02.2009;15;1;140.77
182;3;35839;15.02.2009;13;1;142.45
182;3;35839;19.02.2009;13;1;141.34
182;3;35839;20.02.2009;14;1;141.34
182;3;35839;25.02.2009;17;1;142.45
182;3;35839;26.02.2009;12;1;141.9
182;3;44458;25.12.2008;17;1;108.5
182;3;44458;31.01.2009;15;1;109.12
182;3;44458;15.02.2009;19;1;108.85
182;3;60753;01.12.2008;12;1;51.38
182;3;60753;01.12.2008;14;1;51.38
182;3;60753;04.12.2008;13;1;51.38
182;3;60753;04.12.2008;16;1;51.38
182;3;60753;07.12.2008;14;1;51.38
182;3;60753;08.12.2008;16;1;51.38
182;3;60753;11.12.2008;18;1;51.38
182;3;60753;12.12.2008;14;1;51.38
182;3;60753;14.12.2008;9;1;51.38
182;3;60753;16.12.2008;16;1;51.38
182;3;60753;16.12.2008;19;1;51.38
182;3;60753;17.12.2008;16;1;51.38
182;3;60753;19.12.2008;9;1;51.38
182;3;60753;20.12.2008;15;2;102.76
182;3;60753;23.12.2008;14;1;49.8
182;3;60753;24.12.2008;19;1;49.8
182;3;60753;25.12.2008;13;1;49.8
182;3;60753;26.12.2008;15;1;49.8
182;3;60753;27.12.2008;10;1;49.8
182;3;60753;28.12.2008;14;1;49.8
182;3;60753;29.12.2008;17;1;49.8
182;3;60753;02.01.2009;12;1;49.22
182;3;60753;02.01.2009;13;1;49.8
182;3;60753;02.01.2009;17;1;49.8
182;3;60753;03.01.2009;19;1;49.22
182;3;60753;05.01.2009;14;1;49.22
182;3;60753;09.01.2009;11;1;49.22
182;3;60753;17.01.2009;15;1;49.22
182;3;60753;19.01.2009;17;1;49.22
182;3;60753;24.01.2009;14;1;49.8
182;3;60753;28.01.2009;13;1;49.22
182;3;60753;28.01.2009;17;1;49.22
182;3;60753;29.01.2009;16;1;49.22
182;3;60753;30.01.2009;14;1;49.22
182;3;60753;01.02.2009;16;1;49.22
182;3;60753;02.02.2009;18;1;49.22
182;3;60753;05.02.2009;11;1;49.22
182;3;60753;05.02.2009;12;2;96.52
182;3;60753;06.02.2009;9;2;94.61
182;3;60753;07.02.2009;10;1;49.22
182;3;60753;10.02.2009;13;1;45.94
182;3;60753;10.02.2009;17;1;49.73
182;3;60753;11.02.2009;18;1;49.73
182;3;60753;11.02.2009;20;1;49.73
182;3;60753;12.02.2009;18;2;99.45
182;3;60753;12.02.2009;19;2;99.45
182;3;60753;15.02.2009;14;1;49.73
182;3;60753;15.02.2009;18;1;49.73
182;3;60753;16.02.2009;10;2;99.45
182;3;60753;16.02.2009;20;1;49.73
182;3;60753;19.02.2009;10;1;49.73
182;3;60753;20.02.2009;15;2;99.45
182;3;60753;20.02.2009;19;1;49.73
182;3;60753;21.02.2009;13;1;49.73
182;3;60753;22.02.2009;16;2;99.45
182;3;60753;23.02.2009;12;1;49.73
182;3;60753;24.02.2009;18;1;48.38
182;3;60753;25.02.2009;13;1;48.38
182;3;60753;26.02.2009;19;1;48.38
182;3;60753;27.02.2009;18;1;48.38
182;3;83522;06.12.2008;17;1;100.95
182;3;83522;20.12.2008;16;1;100.95
182;3;83522;27.12.2008;12;1;100.95
182;3;85009;16.01.2009;12;1;407.69
184;1;27041;18.12.2008;16;1;1060.43
184;1;27041;19.01.2009;15;1;1060.43
184;3;27041;23.12.2008;10;1;1208.43
184;3;27041;02.01.2009;14;1;1208.43
189;3;57990;02.12.2008;19;1;692.31
189;3;57990;14.12.2008;10;1;692.31
189;3;57990;20.12.2008;16;1;692.31
189;3;57990;30.12.2008;12;1;666.98
189;3;57990;02.01.2009;14;1;666.98
189;3;57990;18.01.2009;19;1;690.69
191;1;74992;18.12.2008;17;1;37.17
191;1;74992;23.12.2008;12;1;37.17
191;1;74992;27.12.2008;17;1;37.17
191;1;74992;04.01.2009;16;1;37.17
191;1;74992;06.01.2009;15;1;37.17
191;1;74992;07.01.2009;13;1;37.17
191;1;74992;08.01.2009;14;2;74.33
191;1;74992;11.01.2009;12;2;74.33
191;1;74992;11.01.2009;16;1;37.17
191;1;74992;22.01.2009;13;1;37.17
191;1;74992;24.01.2009;18;1;37.17
191;1;74992;29.01.2009;11;1;37.17
191;1;74992;30.01.2009;11;1;37.17
191;1;74992;03.02.2009;17;1;37.17
191;1;74992;04.02.2009;11;1;37.17
191;3;52563;16.12.2008;15;1;302.66
191;3;52563;16.01.2009;10;1;302.66
191;3;74987;24.12.2008;16;1;40.56
191;3;74987;25.12.2008;11;1;40.56
191;3;74992;01.12.2008;17;1;45.59
191;3;74992;12.12.2008;15;1;45.32
191;3;74992;17.12.2008;11;1;45.32
191;3;74992;20.12.2008;12;1;45.59
191;3;74992;30.12.2008;17;1;37.17
191;3;74992;31.12.2008;17;1;37.17
191;3;74992;03.01.2009;13;1;37.17
191;3;74992;04.01.2009;12;1;37.17
191;3;74992;08.01.2009;16;1;37.17
191;3;74992;08.01.2009;19;1;37.17
191;3;74992;15.01.2009;13;1;37.17
191;3;74992;20.01.2009;16;1;37.17
191;3;74992;21.01.2009;13;1;37.17
191;3;74992;23.01.2009;19;1;37.17
191;3;74992;24.01.2009;9;1;37.17
191;3;74992;24.01.2009;14;1;37.17
191;3;74992;01.02.2009;18;1;42.16
191;3;74992;03.02.2009;17;1;37.17
191;3;74992;03.02.2009;18;1;42.16
191;3;74992;11.02.2009;12;1;37.23
191;3;74992;12.02.2009;16;1;37.23
191;3;74992;24.02.2009;13;1;37.23
191;3;74992;31.12.2010;17;1;37.17
196;1;43542;27.12.2008;9;1;1013.51
196;1;43542;27.12.2008;11;1;1013.51
196;1;43542;03.01.2009;16;1;1013.51
196;1;43542;06.01.2009;11;1;1013.51
196;1;43545;21.12.2008;16;1;459.03
196;1;43545;23.12.2008;16;1;446.73
196;1;43545;18.02.2009;17;1;459.6
196;1;58488;13.02.2009;16;1;50.91
196;1;58488;16.02.2009;20;1;50.91
196;1;64386;01.01.2009;14;1;192.25
196;1;64386;22.02.2009;12;1;188.23
196;1;64386;01.01.2011;14;1;192.25
196;1;64399;30.12.2008;19;1;136.99
196;1;64399;21.01.2009;19;1;131.49
196;1;64399;29.01.2009;18;1;132.52
196;1;64399;26.02.2009;18;1;132.52
196;1;64404;15.12.2008;13;1;236.5
196;1;64404;24.12.2008;20;1;230.55
196;1;64404;06.01.2009;14;1;219.59
196;1;64404;07.01.2009;16;1;219.59
196;1;64404;12.01.2009;17;1;219.59
196;1;64404;28.01.2009;10;1;220.66
196;1;64404;31.01.2009;17;1;217.02
196;1;64404;08.02.2009;13;1;217.02
196;1;64404;12.02.2009;14;1;220.66
196;1;64404;13.02.2009;18;1;223.51
196;1;64404;22.02.2009;16;3;651.24
196;1;82028;16.01.2009;15;1;81.14
196;1;82028;25.01.2009;20;1;80.53
196;1;82028;30.01.2009;20;1;89.08
196;1;82272;22.12.2008;11;1;269.68
196;1;82272;30.12.2008;11;1;269.68
196;1;83907;18.12.2008;11;1;141.24
196;1;83907;18.01.2009;17;1;141.24
196;1;84235;08.12.2008;17;1;131.12
196;1;84235;19.12.2008;14;1;114.54
196;1;84235;22.12.2008;10;1;113.7
196;1;84235;22.12.2008;16;1;118.33
196;1;84235;26.02.2009;9;1;114.76
196;2;64399;13.01.2009;17;1;144.67
196;2;64399;03.02.2009;11;1;136.73
196;2;64399;28.02.2009;19;1;136.73
196;2;64404;01.12.2008;20;1;227.33
196;2;64404;15.01.2009;16;1;232.01
196;2;64404;18.01.2009;17;1;228.64
196;2;64404;13.02.2009;11;1;223.06
196;2;64404;24.02.2009;17;1;223.06
196;2;82028;03.12.2008;13;1;83.75
196;2;82028;04.12.2008;12;1;89.74
196;2;82028;09.12.2008;18;1;89.74
196;2;82028;13.01.2009;15;1;92.37
196;2;82028;21.02.2009;19;1;92.37
196;2;83907;01.12.2008;16;1;141.65
196;2;83907;18.12.2008;15;1;141.65
196;2;83907;27.12.2008;13;1;141.65
196;2;83907;04.01.2009;16;1;141.65
196;2;83907;10.02.2009;13;1;139.78
196;2;84235;20.02.2009;18;1;118.27
196;2;84235;25.02.2009;17;1;119.92
196;2;86088;15.02.2009;13;1;51.4
196;2;86088;24.02.2009;17;1;51.4
196;3;43542;03.01.2009;13;1;1058.52
196;3;43542;27.01.2009;11;1;1004.46
196;3;43542;07.02.2009;10;1;1004.46
196;3;43542;25.02.2009;13;1;1008.13
196;3;43545;17.12.2008;13;1;446.73
196;3;43545;18.12.2008;14;1;446.73
196;3;43545;12.01.2009;12;1;461.97
196;3;43545;15.02.2009;13;1;459.6
196;3;43545;15.02.2009;14;1;459.6
196;3;64386;22.12.2008;14;1;203.78
196;3;64386;02.01.2009;16;1;190.63
196;3;64404;06.12.2008;17;1;224.25
196;3;64404;14.12.2008;18;1;219.63
196;3;64404;24.12.2008;19;1;217.19
196;3;64404;03.01.2009;12;1;224.25
196;3;64404;03.01.2009;19;1;217.19
196;3;64404;20.01.2009;14;1;214.48
196;3;64404;21.01.2009;18;1;214.48
196;3;64404;26.01.2009;15;1;214.48
196;3;82028;12.01.2009;13;1;88.82
196;3;82028;21.01.2009;16;1;88.82
196;3;82028;04.02.2009;10;1;89.52
196;3;82028;09.02.2009;17;1;89.52
196;3;82272;27.01.2009;14;5;1403.51
196;3;83907;28.01.2009;18;1;136.21
196;3;83907;16.02.2009;19;1;138.57
196;3;83907;25.02.2009;20;1;133.65
196;3;84235;01.12.2008;20;1;118.33
196;3;84235;15.12.2008;15;1;118.33
196;3;84235;15.01.2009;11;1;113.94
196;3;84235;21.01.2009;12;1;113.94
196;3;84235;28.01.2009;14;1;114.62
196;3;84235;31.01.2009;19;1;114.62
196;3;84235;24.02.2009;12;1;114.62
196;3;84235;25.02.2009;10;1;114.62
197;1;67551;04.12.2008;18;1;14.61
197;1;67551;05.12.2008;12;1;14.61
197;1;67551;08.12.2008;11;1;14.61
197;1;67551;08.12.2008;13;4;58.42
197;1;67551;08.12.2008;18;2;29.21
197;1;67551;09.12.2008;12;1;14.61
197;1;67551;09.12.2008;16;2;29.21
197;1;67551;09.12.2008;18;1;14.61
197;1;67551;12.12.2008;13;1;14.61
197;1;67551;13.12.2008;12;2;29.21
197;1;67551;17.12.2008;12;1;14.61
197;1;67551;20.12.2008;13;1;14.61
197;1;67551;20.12.2008;17;2;29.21
197;1;67551;21.12.2008;9;2;29.21
197;1;67551;23.12.2008;12;2;29.21
197;1;67551;24.12.2008;15;1;14.61
197;1;67551;26.12.2008;15;2;29.21
197;1;67551;29.12.2008;10;2;29.21
197;1;67551;29.12.2008;15;1;14.61
197;1;67551;30.12.2008;16;1;14.61
197;1;67551;01.01.2009;14;1;14.авг
197;1;67551;02.01.2009;14;3;44.01
197;1;67551;03.01.2009;17;1;14.авг
197;1;67551;04.01.2009;9;1;14.61
197;1;67551;05.01.2009;14;1;14.авг
197;1;67551;06.01.2009;11;1;14.61
197;1;67551;06.01.2009;14;1;14.61
197;1;67551;08.01.2009;9;1;14.61
197;1;67551;08.01.2009;12;1;14.61
197;1;67551;11.01.2009;16;1;14.61
197;1;67551;13.01.2009;11;1;14.61
197;1;67551;14.01.2009;14;1;14.авг
197;1;67551;22.01.2009;12;1;14.22
197;1;67551;22.01.2009;13;2;28.43
197;1;67551;29.01.2009;11;1;14.22
197;1;67551;29.01.2009;15;2;28.43
197;1;67551;29.01.2009;18;1;14.22
197;1;67551;30.01.2009;14;1;14.22
197;1;67551;30.01.2009;17;1;14.22
197;1;67551;02.02.2009;12;1;14.22
197;1;67551;05.02.2009;13;1;14.22
197;1;67551;06.02.2009;17;1;14.22
197;1;67551;07.02.2009;15;1;14.22
197;1;67551;07.02.2009;17;1;14.22
197;1;67551;08.02.2009;11;2;28.43
197;1;67551;08.02.2009;20;1;14.22
197;1;67551;10.02.2009;14;1;14.22
197;1;67551;11.02.2009;11;1;14.22
197;1;67551;14.02.2009;12;1;14.22
197;1;67551;14.02.2009;13;1;14.22
197;1;67551;14.02.2009;15;1;14.22
197;1;67551;14.02.2009;16;3;42.65
197;1;67551;15.02.2009;16;1;14.22
197;1;67551;17.02.2009;19;1;14.22
197;1;67551;18.02.2009;11;1;14.22
197;1;67551;18.02.2009;12;1;14.22
197;1;67551;18.02.2009;13;2;29.17
197;1;67551;19.02.2009;11;1;14.22
197;1;67551;20.02.2009;13;2;29.17
197;1;67551;20.02.2009;14;2;29.17
197;1;67551;21.02.2009;11;2;29.17
197;1;67551;22.02.2009;12;2;29.17
197;1;67551;01.01.2011;14;1;14.авг
197;1;67552;02.12.2008;13;1;14.45
197;1;67552;04.12.2008;18;1;14.45
197;1;67552;06.12.2008;10;4;57.8
197;1;67552;06.12.2008;15;1;14.45
197;1;67552;06.12.2008;17;1;14.45
197;1;67552;07.12.2008;15;1;14.45
197;1;67552;11.12.2008;12;2;28.сен
197;1;67552;21.12.2008;11;2;28.сен
197;1;67552;22.12.2008;12;1;14.45
197;1;67552;22.12.2008;18;2;28.сен
197;1;67552;13.01.2009;15;1;13.38
197;1;67552;15.01.2009;15;1;13.38
197;1;67552;16.01.2009;11;1;13.38
197;1;67552;17.01.2009;9;3;43.35
197;1;67552;18.01.2009;17;1;14.45
197;1;67552;22.02.2009;18;1;13.53
197;1;67552;23.02.2009;10;1;13.53
197;1;67552;23.02.2009;12;1;13.53
197;1;67552;24.02.2009;13;2;27.июл
197;1;67552;24.02.2009;15;3;40.6
197;1;67552;25.02.2009;20;2;27.июл
197;1;67552;28.02.2009;15;1;13.53
197;1;67553;25.02.2009;10;5;50.02
197;1;67553;25.02.2009;15;1;10
197;1;67553;25.02.2009;16;1;10
197;1;67553;25.02.2009;18;1;10
197;1;67553;28.02.2009;14;1;10
197;1;67553;01.03.2009;12;1;10
197;1;67553;01.03.2009;13;2;20.янв
197;1;84474;02.12.2008;14;2;14.47
197;1;84474;02.12.2008;15;2;14.47
197;1;84474;03.12.2008;11;3;21.июл
197;1;84474;03.12.2008;12;1;июл.23
197;1;84474;04.12.2008;14;1;июл.23
197;1;84474;10.12.2008;14;1;04.авг
197;1;84474;14.12.2008;10;1;04.авг
197;1;84474;15.12.2008;20;3;14.39
197;1;84474;19.12.2008;15;5;23.98
197;1;84474;27.12.2008;13;4;28.94
197;1;84474;29.12.2008;14;4;28.94
197;1;84474;30.12.2008;11;2;14.47
197;1;84474;31.12.2008;11;1;июл.23
197;1;84474;31.12.2008;13;4;28.94
197;1;84474;01.01.2009;13;1;июл.23
197;1;84474;07.01.2009;16;2;14.47
197;1;84474;13.01.2009;12;5;36.17
197;1;84474;14.01.2009;14;1;авг.97
197;1;84474;21.01.2009;13;5;24.96
197;1;84474;21.01.2009;16;4;19.97
197;1;84474;22.01.2009;15;2;сен.98
197;1;84474;29.01.2009;12;1;05.мар
197;1;84474;29.01.2009;14;5;25.16
197;1;84474;30.01.2009;17;2;10.июн
197;1;84474;31.01.2009;12;1;апр.99
197;1;84474;01.02.2009;16;4;19.97
197;1;84474;04.02.2009;11;1;апр.99
197;1;84474;04.02.2009;12;2;сен.98
197;1;84474;05.02.2009;13;2;10.июн
197;1;84474;05.02.2009;18;1;апр.99
197;1;84474;06.02.2009;11;2;10.июн
197;1;84474;31.12.2010;11;1;июл.23
197;1;84474;31.12.2010;13;4;28.94
197;1;84474;01.01.2011;13;1;июл.23
197;2;67551;02.12.2008;11;1;15.19
197;2;67551;05.12.2008;15;1;15.19
197;2;67551;08.12.2008;13;2;30.38
197;2;67551;10.12.2008;16;1;15.19
197;2;67551;13.12.2008;16;1;15.19
197;2;67551;16.12.2008;16;1;15.19
197;2;67551;17.12.2008;11;1;15.19
197;2;67551;18.12.2008;11;2;30.38
197;2;67551;18.12.2008;12;1;15.19
197;2;67551;28.01.2009;16;1;15.19
197;2;67551;08.02.2009;18;1;15.39
197;2;67551;08.02.2009;21;1;15.39
197;2;67551;12.02.2009;13;3;46.16
197;2;67551;17.02.2009;19;4;61.15
197;2;67552;04.12.2008;12;2;18.64
197;2;67552;05.12.2008;11;1;сен.32
197;2;67552;15.01.2009;19;1;15.мар
197;2;67552;18.01.2009;18;1;15.мар
197;2;67552;30.01.2009;12;2;30.июл
197;2;67552;15.02.2009;13;1;15.мар
197;2;67552;16.02.2009;15;1;15.мар
197;2;67552;17.02.2009;19;1;15.мар
197;2;67552;24.02.2009;17;1;15.мар
197;2;67552;26.02.2009;18;1;15.мар
197;2;84474;08.12.2008;16;2;дек.83
197;2;84474;08.12.2008;21;1;июн.42
197;2;84474;09.12.2008;16;1;июн.42
197;2;84474;13.12.2008;10;1;июн.42
197;2;84474;13.12.2008;14;1;июн.42
197;2;84474;31.12.2008;16;5;24.96
197;2;84474;02.01.2009;11;2;сен.98
197;2;84474;07.01.2009;11;2;дек.83
197;2;84474;09.01.2009;13;2;дек.83
197;2;84474;09.01.2009;20;1;июн.42
197;2;84474;12.01.2009;16;2;дек.83
197;2;84474;13.01.2009;15;5;29.23
197;2;84474;20.01.2009;10;2;ноя.41
197;2;84474;21.01.2009;14;2;дек.83
197;2;84474;25.01.2009;14;3;19.25
197;2;84474;26.01.2009;15;1;июн.42
197;2;84474;01.02.2009;16;1;апр.99
197;2;84474;01.02.2009;20;3;14.98
197;2;84474;02.02.2009;12;4;19.97
197;2;84474;02.02.2009;17;1;апр.99
197;2;84474;02.02.2009;18;1;апр.99
197;2;84474;31.12.2010;16;5;24.96
197;3;44160;21.01.2009;9;1;69.24
197;3;67551;01.12.2008;10;1;14.61
197;3;67551;03.12.2008;10;1;14.61
197;3;67551;06.12.2008;20;1;14.61
197;3;67551;19.12.2008;14;2;29.21
197;3;67551;20.12.2008;9;1;14.61
197;3;67551;20.12.2008;10;1;14.61
197;3;67551;21.12.2008;12;1;14.61
197;3;67551;23.12.2008;10;1;14.61
197;3;67551;24.12.2008;13;1;14.61
197;3;67551;30.12.2008;12;1;14.61
197;3;67551;31.12.2008;9;2;29.21
197;3;67551;01.01.2009;15;1;14.61
197;3;67551;03.01.2009;14;1;14.61
197;3;67551;09.01.2009;15;1;14.61
197;3;67551;11.01.2009;17;1;14.61
197;3;67551;12.01.2009;19;2;29.21
197;3;67551;19.01.2009;12;1;14.61
197;3;67551;19.01.2009;18;1;14.61
197;3;67551;20.01.2009;13;1;14.61
197;3;67551;24.01.2009;13;1;14.61
197;3;67551;02.02.2009;15;1;13.38
197;3;67551;03.02.2009;17;3;40.13
197;3;67551;08.02.2009;10;1;13.38
197;3;67551;11.02.2009;17;1;13.38
197;3;67551;12.02.2009;11;1;13.38
197;3;67551;13.02.2009;9;1;13.38
197;3;67551;16.02.2009;9;2;26.75
197;3;67551;20.02.2009;15;1;13.53
197;3;67551;21.02.2009;13;3;40.6
197;3;67551;22.02.2009;12;1;13.53
197;3;67551;23.02.2009;12;2;27.июл
197;3;67551;31.12.2010;9;2;29.21
197;3;67552;06.12.2008;15;1;авг.97
197;3;67552;15.12.2008;11;1;авг.97
197;3;67552;02.01.2009;12;3;40.13
197;3;67552;02.01.2009;13;2;26.75
197;3;67552;04.01.2009;11;1;13.38
197;3;67552;14.01.2009;9;1;13.38
197;3;67552;14.01.2009;12;1;13.38
197;3;67552;14.01.2009;14;1;13.38
197;3;67552;14.01.2009;16;1;13.38
197;3;67552;14.01.2009;20;1;13.38
197;3;67552;15.01.2009;12;1;13.38
197;3;67552;16.01.2009;12;1;13.38
197;3;67552;17.01.2009;15;2;26.75
197;3;67552;18.01.2009;11;2;26.75
197;3;67552;27.01.2009;18;1;13.38
197;3;67552;01.02.2009;15;2;26.75
197;3;67552;09.02.2009;10;1;13.53
197;3;67552;09.02.2009;11;1;13.53
197;3;67552;09.02.2009;16;2;29.76
197;3;67552;10.02.2009;16;2;27.июл
197;3;67552;13.02.2009;12;2;27.июл
197;3;67552;15.02.2009;16;6;81.2
197;3;67552;16.02.2009;17;1;13.53
197;3;67552;18.02.2009;11;1;13.53
197;3;67552;23.02.2009;12;1;13.53
197;3;67552;25.02.2009;18;1;13.53
197;3;67553;26.02.2009;14;2;20.янв
